file_name,bertscore_precision,bertscore_recall,bertscore_f1,ref_cand_sim,query_cand_relevance,aggregated_metric,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1
baseline_lorem.csv,0.32619348534795106,0.34811154349905543,0.3365423946635628,-0.028258355,-0.007892327,0.005231005,0.015461997019374072,0.01207883810524541,0.012980422995482898,0.0,0.0,0.0,0.014437406855439644,0.011520730713173164,0.01227029621408891
mistral-small3.1.csv,0.6106804678918886,0.6396725270591799,0.6209452318650748,0.60056055,0.59423083,0.78647965,0.32408267182887746,0.4255375940365952,0.31796899736209777,0.11431146488377555,0.1465363787783688,0.1124565310791994,0.22323196684600474,0.28393128488151753,0.2137240090799049
deepseek-r1:32b.csv,0.6234980949857196,0.6374973412908491,0.6280522302083705,0.6326844,0.6020215,0.8027362,0.33480353842590427,0.37690921665774574,0.32482533896404137,0.09757754271574959,0.10670415134988746,0.09309542048480496,0.21379872054075513,0.237505199900719,0.2039297538500023
gemma3:12b.csv,0.6295460916933466,0.6180095050911434,0.6205618095999237,0.5949926,0.56060517,0.7327154,0.3977317409160183,0.33231653627499924,0.32580511511189825,0.13543815704723644,0.10588066707695445,0.10721383034456301,0.278945676783219,0.2225649935420992,0.22144097411640007
gemma3:12b-finetuned.csv,0.6705614774197829,0.6676451971784967,0.6681444833795784,0.6407016,0.5067949,0.6828296,0.4039978899066759,0.40469595748126014,0.38965458020354304,0.14649209816314357,0.14629755793044535,0.1398961893363737,0.2670913905927859,0.271664851645982,0.25880110728268285
gemma3:27b.csv,0.6371842700926984,0.6416364077661858,0.6368577410784696,0.6257744,0.54011375,0.7188417,0.3815991318221963,0.3749666832418566,0.34587324428171273,0.13319996643254825,0.11826673897836656,0.11346365611565554,0.25461929018315005,0.2406200070657473,0.2240884147186535
gemini-2.0-flash.csv,0.6493700480119127,0.619499646860068,0.6304838385751335,0.5862866,0.50528187,0.6639435,0.40878369448040575,0.3472020070366983,0.3303264013404079,0.15221861617313892,0.12408617112518411,0.12123336802275927,0.2974959799139794,0.23815502714445363,0.23083292375919778
qwq.csv,0.6110196974678118,0.643580220151143,0.6249007580467382,0.6423012,0.58609366,0.7838769,0.32224802261193686,0.3949486285535072,0.3277621676743815,0.09594276471547085,0.11386912763850643,0.09566380048916012,0.20623959107266854,0.25080763063982664,0.20740060446673803
qwen2.5:32b.csv,0.6172049602524179,0.6168927937501767,0.6133982481600603,0.5708107,0.5006608,0.6531331,0.3297743308930321,0.3706252962588364,0.3137692010951538,0.09689953188066641,0.111975350083188,0.09566147477698317,0.21862724456194788,0.23024946374958188,0.1975076006011416
